id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,latitude,longitude,location
10396113,HZ132210,2016-01-28T17:30:00,005XX W 31ST ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),false,false,914,9,11,60,14,41.838130218,-87.639714547,POINT(-87.639714547 41.838130218)
10396114,HZ132196,2016-01-28T17:57:00,064XX S DR MARTIN LUTHER KING JR DR,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,312,3,20,69,14,41.777967289,-87.615568353,POINT(-87.615568353 41.777967289)
10396115,HZ132251,2016-01-28T17:46:00,030XX E 83RD ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,424,4,10,46,18,41.744661837,-87.551142647,POINT(-87.551142647 41.744661837)
10396117,HZ132287,2016-01-28T10:00:00,044XX N LINCOLN AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,false,false,1911,19,47,4,06,41.962324098,-87.684443267,POINT(-87.684443267 41.962324098)
10396120,HZ132319,2016-01-28T15:30:00,053XX W GALEWOOD AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2515,25,37,25,06,41.91501671,-87.759198215,POINT(-87.759198215 41.91501671)
10396122,HZ132290,2016-01-28T18:50:00,030XX N RUTHERFORD AVE,0330,ROBBERY,AGGRAVATED,ALLEY,false,false,2511,25,36,18,03,41.935500086,-87.794392736,POINT(-87.794392736 41.935500086)
10396123,HZ132248,2016-01-28T18:15:00,049XX W IOWA ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1531,15,37,25,03,41.896811683,-87.748911462,POINT(-87.748911462 41.896811683)
10396129,HZ132229,2016-01-28T16:30:00,003XX W 75TH ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,ALLEY,false,false,731,7,17,69,02,41.758090343,-87.633807628,POINT(-87.633807628 41.758090343)
10396132,HZ132231,2016-01-28T18:20:00,032XX W NORTH AVE,031A,ROBBERY,ARMED: HANDGUN,SMALL RETAIL STORE,false,false,1422,14,26,23,03,41.910111112,-87.707415663,POINT(-87.707415663 41.910111112)
10396133,HZ132119,2016-01-28T16:55:00,034XX W DIVISION ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1422,14,26,23,03,41.902783336,-87.712347136,POINT(-87.712347136 41.902783336)
10396142,HZ131622,2016-01-28T08:00:00,065XX N NEWGARD AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2432,24,40,1,06,42.000688558,-87.666821107,POINT(-87.666821107 42.000688558)
10396143,HZ132328,2016-01-28T19:23:00,048XX W BELLE PLAINE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1624,16,45,15,26,41.955235486,-87.748212567,POINT(-87.748212567 41.955235486)
10396144,HZ132097,2016-01-28T15:56:00,082XX S ASHLAND AVE,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,CURRENCY EXCHANGE,true,false,614,6,21,71,10,41.743902286,-87.663276191,POINT(-87.663276191 41.743902286)
10396145,HZ132318,2016-01-28T11:00:00,021XX W CULLERTON ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,1234,12,25,31,05,41.854883902,-87.678993008,POINT(-87.678993008 41.854883902)
10396148,HZ131894,2016-01-28T11:40:00,103XX S COTTAGE GROVE AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,512,5,9,50,06,41.707203646,-87.606566877,POINT(-87.606566877 41.707203646)
10396149,HZ132162,2016-01-28T16:52:00,035XX W DIVISION ST,0460,BATTERY,SIMPLE,CTA BUS,false,false,1422,14,26,23,08B,41.902761958,-87.71550646,POINT(-87.71550646 41.902761958)
10396150,HZ132297,2016-01-28T12:00:00,005XX W MADISON ST,0870,THEFT,POCKET-PICKING,RESTAURANT,false,false,121,1,42,28,06,41.881849637,-87.641654542,POINT(-87.641654542 41.881849637)
10396151,HZ131901,2016-01-28T13:30:00,117XX S UNION AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,false,524,5,34,53,08A,41.68042949,-87.640253907,POINT(-87.640253907 41.68042949)
10396157,HZ132304,2016-01-28T18:43:00,010XX W 71ST ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,733,7,17,68,18,41.76512058,-87.649654302,POINT(-87.649654302 41.76512058)
10396158,HZ132354,2016-01-28T19:00:00,022XX E 103RD ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,true,false,434,4,10,51,18,41.708029389,-87.569290282,POINT(-87.569290282 41.708029389)
